,LEAVE
1061,1
1062,0
1063,1
1064,1
1065,0
1066,0
1067,1
1068,1
1069,1
1070,1
1071,0
1072,0
1073,0
1074,1
1075,1
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,1
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,0
1101,1
1102,0
1103,0
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,0
1112,1
1113,1
1114,1
1115,1
1116,0
1117,1
1118,1
1119,1
1120,0
1121,0
1122,0
1123,1
1124,0
1125,1
1126,1
1127,1
1128,0
1129,0
1130,1
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,1
1139,0
1140,1
1141,0
1142,0
1143,1
1144,0
1145,0
1146,1
1147,1
1148,0
1149,0
1150,1
1151,1
1152,0
1153,1
1154,0
1155,1
1156,1
1157,0
1158,0
1159,0
1160,1
1161,1
1162,1
1163,1
1164,0
1165,0
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,0
1173,1
1174,0
1175,0
1176,1
1177,0
1178,0
1179,1
1180,1
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,0
1192,0
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,0
1208,0
1209,0
1210,1
1211,1
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,1
1224,0
1225,1
1226,0
1227,0
1228,0
1229,0
1230,1
1231,0
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,1
1247,0
1248,0
1249,0
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,0
1263,1
1264,1
1265,1
1266,1
1267,0
1268,1
1269,0
1270,0
1271,0
1272,1
1273,0
1274,0
1275,1
1276,0
1277,1
1278,0
1279,0
1280,0
1281,1
1282,0
1283,0
1284,1
1285,0
1286,0
1287,1
1288,0
1289,0
1290,0
1291,0
1292,1
1293,0
1294,1
1295,1
1296,1
1297,0
1298,1
1299,0
1300,0
1301,1
1302,0
1303,0
1304,0
1305,1
1306,0
1307,0
1308,1
1309,1
1310,1
1311,0
1312,0
1313,1
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,1
1336,0
1337,1
1338,0
1339,0
1340,1
1341,1
1342,1
1343,0
1344,1
1345,1
1346,1
1347,1
1348,0
1349,1
1350,1
1351,1
1352,1
1353,0
1354,1
1355,0
1356,1
1357,0
1358,1
1359,1
1360,0
1361,0
1362,1
1363,0
1364,1
1365,0
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,0
1374,0
1375,1
1376,0
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,0
1384,0
1385,1
1386,1
1387,0
1388,1
1389,1
1390,0
1391,1
1392,1
1393,0
1394,1
1395,1
1396,0
1397,1
1398,0
1399,0
1400,0
1401,1
1402,0
1403,0
1404,1
1405,0
1406,0
1407,0
1408,0
1409,0
1410,1
1411,1
1412,1
1413,0
1414,0
1415,1
1416,0
1417,1
1418,0
1419,0
1420,0
1421,0
1422,1
1423,1
1424,1
1425,0
1426,0
1427,1
1428,0
1429,1
1430,0
1431,0
1432,1
1433,0
1434,0
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,0
1446,1
1447,1
1448,1
1449,0
1450,1
1451,0
1452,1
1453,1
1454,0
1455,0
1456,0
1457,1
1458,1
1459,1
1460,0
1461,1
1462,1
1463,0
1464,0
1465,1
1466,0
1467,0
1468,1
1469,1
1470,1
1471,0
1472,1
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,1
1482,0
1483,1
1484,0
1485,1
1486,0
1487,1
1488,0
1489,0
1490,1
1491,0
1492,1
1493,1
1494,1
1495,1
1496,0
1497,1
1498,1
1499,0
1500,0
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,0
1508,0
1509,0
1510,1
1511,0
1512,1
1513,0
1514,0
1515,0
1516,0
1517,0
1518,1
1519,0
1520,0
1521,0
1522,1
1523,0
1524,0
1525,1
1526,1
1527,0
1528,0
1529,1
1530,0
1531,0
1532,0
1533,0
1534,1
1535,0
1536,0
1537,0
1538,1
1539,1
1540,1
1541,0
1542,1
1543,0
1544,1
1545,1
1546,0
1547,0
1548,1
1549,0
1550,0
1551,1
1552,1
1553,1
1554,0
1555,1
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,1
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,1
1574,0
1575,0
1576,0
1577,1
1578,0
1579,0
1580,1
1581,1
1582,1
1583,0
1584,0
1585,0
1586,1
1587,1
1588,0
1589,1
1590,1
1591,0
1592,0
1593,0
1594,1
1595,1
1596,1
1597,0
1598,0
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,1
1606,0
1607,0
1608,0
1609,0
1610,1
1611,1
1612,1
1613,0
1614,1
1615,1
1616,0
1617,0
1618,1
1619,1
1620,0
1621,1
1622,1
1623,0
1624,1
1625,0
1626,0
1627,0
1628,1
1629,0
1630,1
1631,0
1632,1
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,1
1644,0
1645,0
1646,1
1647,0
1648,1
1649,1
1650,1
1651,1
1652,0
1653,0
1654,0
1655,1
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,1
1667,0
1668,1
1669,0
1670,1
1671,0
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,1
1679,0
1680,0
1681,1
1682,1
1683,0
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,1
1691,0
1692,1
1693,0
1694,0
1695,0
1696,1
1697,0
1698,0
1699,1
1700,0
1701,1
1702,0
1703,0
1704,0
1705,0
1706,1
1707,1
1708,0
1709,1
1710,0
1711,0
1712,1
1713,1
1714,1
1715,0
1716,1
1717,0
1718,1
1719,1
1720,0
1721,0
1722,1
1723,1
1724,0
1725,0
1726,0
1727,1
1728,0
1729,0
1730,0
1731,1
1732,1
1733,1
1734,0
1735,1
1736,1
1737,1
1738,1
1739,1
1740,0
1741,0
1742,1
1743,0
1744,0
1745,1
1746,0
1747,1
1748,0
1749,0
1750,0
1751,0
1752,1
1753,1
1754,1
1755,0
1756,0
1757,1
1758,1
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,1
1766,1
1767,1
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,0
1775,1
1776,1
1777,1
1778,0
1779,0
1780,1
1781,0
1782,0
1783,0
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,0
1791,1
1792,1
1793,0
1794,0
1795,0
1796,1
1797,1
1798,1
1799,0
1800,0
1801,1
1802,1
1803,0
1804,0
1805,0
1806,0
1807,0
1808,1
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,1
1822,1
1823,1
1824,0
1825,0
1826,1
1827,0
1828,1
1829,1
1830,0
1831,1
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,1
1843,1
1844,1
1845,0
1846,1
1847,0
1848,1
1849,1
1850,1
1851,1
1852,0
1853,0
1854,0
1855,1
1856,0
1857,1
1858,0
1859,0
1860,0
1861,1
1862,1
1863,0
1864,0
1865,0
1866,1
1867,0
1868,1
1869,1
1870,0
1871,1
1872,0
1873,1
1874,0
1875,1
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,1
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,1
1890,1
1891,1
1892,1
1893,1
1894,0
1895,1
1896,0
1897,0
1898,1
1899,1
1900,0
1901,1
1902,1
1903,1
1904,0
1905,0
1906,0
1907,1
1908,0
1909,1
1910,1
1911,0
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,0
1919,1
1920,0
1921,1
1922,1
1923,0
1924,0
1925,0
1926,1
1927,1
1928,0
1929,1
1930,0
1931,0
1932,0
1933,1
1934,0
1935,1
1936,1
1937,0
1938,0
1939,1
1940,1
1941,1
1942,0
1943,1
1944,0
1945,0
1946,1
1947,0
1948,1
1949,1
1950,1
1951,1
1952,0
1953,0
1954,1
1955,1
1956,1
1957,1
1958,0
1959,1
1960,1
1961,1
1962,0
1963,0
1964,1
1965,0
1966,1
1967,0
1968,0
1969,1
1970,1
1971,0
1972,1
1973,1
1974,0
1975,1
1976,1
1977,1
1978,1
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,1
1986,0
1987,1
1988,1
1989,0
1990,0
1991,0
1992,0
1993,0
1994,1
1995,1
1996,0
1997,1
1998,0
1999,0
